,tenure,MonthlyCharges,OnlineSecurity,InternetService,Contract,TechSupport,Churn Probability
413,51,87.35,No,Fiber optic,Month-to-month,Yes,0.5426118688005104
414,48,70.65,No,Fiber optic,Month-to-month,No,0.6924259713031885
415,16,73.25,No,Fiber optic,Month-to-month,No,0.7904149113412876
416,70,98.7,No,Fiber optic,Two year,Yes,0.19425019861039666
417,40,24.8,No internet service,No,Two year,No internet service,0.028341061759341493
418,22,83.3,No,Fiber optic,Month-to-month,No,0.7283433604826809
419,1,75.3,No,Fiber optic,Month-to-month,No,0.8481028228053675
420,5,24.3,No internet service,No,Month-to-month,No internet service,0.2497157133273368
421,7,69.85,No,Fiber optic,Month-to-month,No,0.8273740330212559
422,29,100.55,No,Fiber optic,One year,Yes,0.37966969637115844
423,44,25.7,No internet service,No,One year,No internet service,0.060290679609597136
424,10,40.7,Yes,DSL,Month-to-month,No,0.45676669910925466
425,55,51.65,No,DSL,Month-to-month,No,0.5006207946644722
426,52,105.1,No,Fiber optic,One year,No,0.41348011199293344
427,10,85.95,No,Fiber optic,Month-to-month,No,0.8336756451394561
428,18,75.6,No,Fiber optic,Month-to-month,No,0.7364181092949788
429,68,58.25,Yes,DSL,One year,Yes,0.13907942660504738
430,61,19.4,No internet service,No,Month-to-month,No internet service,0.26080448556694175
431,72,65.2,Yes,DSL,Two year,Yes,0.03989276964062609
432,2,53.45,Yes,DSL,Month-to-month,No,0.5557691547960265
433,12,45.4,No,DSL,Month-to-month,No,0.5879663361317274
434,41,19.75,No internet service,No,Two year,No internet service,0.02968191301593914
435,26,44.45,No,DSL,Month-to-month,Yes,0.36791236201353467
436,36,20.85,No internet service,No,One year,No internet service,0.05849536604912201
437,72,114.05,Yes,Fiber optic,Two year,Yes,0.08727017744760085
438,35,89.85,No,Fiber optic,Month-to-month,Yes,0.5766901067252272
439,1,55.05,No,DSL,Month-to-month,Yes,0.5680223097134758
440,16,112.95,Yes,Fiber optic,Month-to-month,Yes,0.5330796027541922
441,49,101.55,Yes,Fiber optic,Month-to-month,No,0.516401909609602
442,54,114.65,Yes,Fiber optic,One year,Yes,0.3295693658795577
443,18,64.8,Yes,DSL,Month-to-month,No,0.3968372367879459
444,36,80.4,No,Fiber optic,Month-to-month,No,0.7108841453157736
445,60,105.9,No,Fiber optic,Month-to-month,No,0.6807136499971185
446,1,69.55,No,Fiber optic,Month-to-month,No,0.8445715266123296
447,52,25.05,No internet service,No,Two year,No internet service,0.026151470793748046
448,8,94.75,No,Fiber optic,Month-to-month,No,0.8343636160963732
449,72,105.5,Yes,Fiber optic,Two year,Yes,0.08784683335479651
450,64,24.7,No internet service,No,One year,No internet service,0.06400021400811257
451,22,69.75,Yes,DSL,Month-to-month,Yes,0.29694219674030664
452,60,60.2,No,DSL,Month-to-month,Yes,0.3406167222070136
453,28,81.05,No,Fiber optic,Month-to-month,No,0.7129422058781187
454,61,24.4,No internet service,No,Two year,No internet service,0.01788029571026617
455,24,104.15,No,Fiber optic,Month-to-month,No,0.7292364618819408
456,28,92.9,No,Fiber optic,One year,Yes,0.3245344970733638
457,30,80.8,No,DSL,Two year,Yes,0.09104669979717334
458,2,20.0,No internet service,No,Month-to-month,No internet service,0.3804071146878364
459,1,75.1,No,Fiber optic,Month-to-month,No,0.8481028228053675
460,6,19.65,No internet service,No,Month-to-month,No internet service,0.3227308241515915
461,24,69.45,No,DSL,Month-to-month,No,0.47184747649929754
462,4,101.15,No,Fiber optic,Month-to-month,No,0.8400896447474032
463,7,99.8,No,Fiber optic,Month-to-month,No,0.8356793587365133
464,72,116.05,Yes,Fiber optic,Two year,Yes,0.08311861882739946
465,70,40.05,No,DSL,Two year,Yes,0.08421908458300485
466,64,102.1,No,Fiber optic,Two year,Yes,0.2026974098845562
467,72,89.7,No,Fiber optic,One year,No,0.3335701968405667
468,44,19.9,No internet service,No,Two year,No internet service,0.027143465637738853
469,13,55.95,No,DSL,Month-to-month,No,0.5657257461512063
470,17,20.65,No internet service,No,One year,No internet service,0.06485863709027372
471,1,55.0,No,DSL,Month-to-month,No,0.7156282889906975
472,9,70.05,No,DSL,Month-to-month,No,0.5628813572308748
473,24,53.6,Yes,DSL,Month-to-month,Yes,0.31702275018342063
474,1,74.7,No,Fiber optic,Month-to-month,No,0.8481028228053675
475,24,80.25,No,Fiber optic,Month-to-month,No,0.7239601732284948
476,35,76.05,No,DSL,Month-to-month,Yes,0.34912978883417023
477,7,75.7,Yes,DSL,Month-to-month,Yes,0.3521351445525776
478,5,96.1,No,Fiber optic,Month-to-month,Yes,0.7081593853470027
479,15,69.0,No,Fiber optic,Month-to-month,No,0.7808092901444459
480,11,19.65,No internet service,No,Two year,No internet service,0.04318317021265028
481,48,45.3,Yes,DSL,Month-to-month,No,0.39269810602353866
482,20,81.45,No,Fiber optic,Month-to-month,No,0.730464195317273
483,72,108.5,No,Fiber optic,One year,Yes,0.3426710695379371
484,8,83.55,No,Fiber optic,Month-to-month,No,0.834053205445602
485,72,84.5,No,Fiber optic,Two year,No,0.2426793779287434
486,15,100.15,No,Fiber optic,Month-to-month,No,0.8151711764123337
487,72,88.6,No,DSL,Two year,Yes,0.07675581182938593
488,1,74.35,No,Fiber optic,Month-to-month,No,0.8481028228053675
489,63,104.8,No,Fiber optic,Two year,No,0.2896878347223285
490,2,59.0,No,DSL,Month-to-month,No,0.672783508666033
491,2,74.4,Yes,Fiber optic,Month-to-month,No,0.6144051108489187
492,61,64.05,No,DSL,One year,No,0.2393591880075934
493,1,20.4,No internet service,No,Month-to-month,No internet service,0.4836143544162318
494,22,43.75,No,DSL,One year,No,0.28661347491122663
495,28,60.9,Yes,DSL,Month-to-month,Yes,0.2950691646875061
496,70,19.8,No internet service,No,Two year,No internet service,0.021090651424125598
497,5,28.45,No,DSL,Month-to-month,No,0.6624583141547247
498,12,99.7,Yes,Fiber optic,Month-to-month,No,0.6556115036751213
499,34,116.25,Yes,Fiber optic,One year,Yes,0.3321823230952404
500,71,80.7,Yes,Fiber optic,Two year,No,0.10632948310225279
501,70,65.2,Yes,DSL,One year,No,0.15742193566096455
502,52,84.05,Yes,Fiber optic,Month-to-month,Yes,0.3615463249517983
503,69,79.45,Yes,DSL,Two year,Yes,0.04544855930812922
504,20,94.1,No,Fiber optic,Month-to-month,No,0.7356603062923243
505,11,78.0,No,Fiber optic,Month-to-month,No,0.8241211940616083
506,2,94.2,No,Fiber optic,Month-to-month,Yes,0.7113800615660515
507,6,80.5,No,Fiber optic,Month-to-month,Yes,0.6982843878213011
508,1,19.85,No internet service,No,Month-to-month,No internet service,0.5412149860010764
509,20,94.3,Yes,Fiber optic,One year,Yes,0.26535350105026273
510,61,106.45,Yes,Fiber optic,Month-to-month,No,0.4449375680119397
511,5,74.35,No,Fiber optic,Month-to-month,No,0.8337500722952116
512,56,105.45,No,Fiber optic,Month-to-month,Yes,0.5396407295835671
513,30,95.0,Yes,Fiber optic,Month-to-month,Yes,0.4112705362709606
514,40,104.8,No,Fiber optic,Month-to-month,Yes,0.583285437459001
515,28,54.3,Yes,DSL,One year,Yes,0.1475538246809514
516,5,70.05,No,Fiber optic,Month-to-month,No,0.8281236271678482
517,27,75.2,Yes,Fiber optic,Month-to-month,No,0.5253297050800596
518,12,20.05,No internet service,No,Month-to-month,No internet service,0.3087826667433044
519,67,105.4,No,Fiber optic,One year,No,0.41090878591779195
520,29,51.6,No,DSL,Month-to-month,No,0.5033456322808402
521,55,85.5,No,Fiber optic,Month-to-month,No,0.6855060045782843
522,23,75.6,No,Fiber optic,Month-to-month,No,0.724507079179748
523,34,100.05,No,Fiber optic,Month-to-month,No,0.7193257587099073
524,52,91.25,Yes,Fiber optic,One year,No,0.2498744150312124
525,72,115.75,Yes,Fiber optic,Two year,Yes,0.08311861882739946
526,58,94.7,No,Fiber optic,One year,Yes,0.3306170306959439
527,35,19.6,No internet service,No,Two year,No internet service,0.027900818153527466
528,56,99.9,No,Fiber optic,Two year,Yes,0.20058242037057586
529,24,21.1,No internet service,No,Two year,No internet service,0.029849993826710167
530,70,20.05,No internet service,No,Two year,No internet service,0.02084816317747195
531,2,79.95,No,Fiber optic,Month-to-month,No,0.8410067164724059
532,68,107.15,No,Fiber optic,One year,Yes,0.3900455795332497
533,1,85.0,No,Fiber optic,Month-to-month,No,0.8495465664220564
534,12,89.55,No,Fiber optic,Month-to-month,No,0.823676115917722
535,63,81.55,No,Fiber optic,Month-to-month,No,0.6727769722604503
536,33,58.45,Yes,DSL,One year,No,0.1654250752737834
537,69,95.65,No,Fiber optic,One year,No,0.3666551063818755
538,60,80.6,No,DSL,Two year,Yes,0.07842353692775555
539,72,113.1,Yes,Fiber optic,Two year,Yes,0.08937421799273813
540,11,58.95,No,DSL,Month-to-month,No,0.547487958484548
541,1,19.55,No internet service,No,Month-to-month,No internet service,0.53515809648521
542,10,86.05,No,Fiber optic,Month-to-month,No,0.8336756451394561
543,13,45.55,Yes,DSL,Month-to-month,Yes,0.3754671871835265
544,34,78.95,No,Fiber optic,One year,No,0.357282089558648
545,39,86.3,No,Fiber optic,Month-to-month,No,0.7111381039097228
546,65,105.05,No,Fiber optic,One year,Yes,0.3897996781283547
547,50,101.9,Yes,Fiber optic,One year,No,0.29043684313662566
548,15,19.75,No internet service,No,Month-to-month,No internet service,0.31713263102655337
549,72,110.3,Yes,Fiber optic,Two year,No,0.11914562184365124
550,72,115.6,Yes,Fiber optic,Two year,Yes,0.08311861882739946
551,55,19.35,No internet service,No,Two year,No internet service,0.04673106521315445
552,23,25.6,No internet service,No,Two year,No internet service,0.025929615623962808
553,32,80.35,No,Fiber optic,Month-to-month,No,0.7142501554781868
554,56,68.75,Yes,DSL,One year,No,0.1620420922764854
555,1,19.9,No internet service,No,Month-to-month,No internet service,0.5424096207607345
556,38,70.6,Yes,DSL,One year,Yes,0.15196501709302582
557,11,70.2,No,Fiber optic,Month-to-month,No,0.8170178247550252
558,1,49.3,No,DSL,Month-to-month,Yes,0.5699123119390243
559,56,107.25,No,Fiber optic,One year,Yes,0.39028325890540033
560,3,23.6,No internet service,No,Month-to-month,No internet service,0.31704861251429506
561,7,69.7,Yes,DSL,Month-to-month,No,0.4138164578295069
562,59,99.5,No,Fiber optic,Two year,No,0.2753990623244654
563,7,64.3,No,DSL,Month-to-month,Yes,0.4387774276510465
564,71,70.85,Yes,DSL,Two year,Yes,0.041597790336549596
565,15,101.9,Yes,Fiber optic,One year,Yes,0.3471206358251717
566,71,73.5,Yes,DSL,Two year,Yes,0.041597790336549596
567,35,100.25,No,Fiber optic,Month-to-month,No,0.7193257587099073
568,11,40.4,No,DSL,One year,Yes,0.26962815230039994
569,60,19.25,No internet service,No,Two year,No internet service,0.041291569164867495
570,47,59.6,No,DSL,Two year,Yes,0.08892327606152202
571,11,64.9,No,DSL,One year,Yes,0.2671808517563452
572,56,100.3,No,Fiber optic,One year,No,0.4087990775629463
573,28,110.85,No,Fiber optic,Month-to-month,Yes,0.5695032682757256
574,61,81.05,Yes,DSL,Two year,Yes,0.044438831106445566
575,31,98.05,Yes,Fiber optic,One year,No,0.2589349182519984
576,9,70.5,No,Fiber optic,Month-to-month,No,0.8257582890399664
577,35,94.55,Yes,Fiber optic,Month-to-month,No,0.5202391688319452
578,2,19.65,No internet service,No,Month-to-month,No internet service,0.38479709395633754
579,12,19.0,No internet service,No,Month-to-month,No internet service,0.3143717626710546
580,1,75.3,Yes,Fiber optic,Month-to-month,No,0.6271892464592536
581,4,89.2,No,Fiber optic,Month-to-month,No,0.8398804712668378
582,1,19.0,No internet service,No,Month-to-month,No internet service,0.4972709368754669
583,3,20.0,No internet service,No,Month-to-month,No internet service,0.38111353876690196
584,1,85.7,No,Fiber optic,Month-to-month,No,0.8495465664220564
585,52,63.25,Yes,DSL,Two year,No,0.07754613840889718
586,5,20.1,No internet service,No,One year,No internet service,0.07654461688967086
587,72,99.15,Yes,Fiber optic,Two year,No,0.10386315245013149
588,71,90.4,Yes,DSL,Two year,Yes,0.040408512791436375
589,72,111.9,Yes,Fiber optic,Two year,Yes,0.09046933077166369
590,46,24.9,No internet service,No,One year,No internet service,0.06719413897186331
591,63,83.5,Yes,DSL,Two year,No,0.0730941261152722
592,30,84.3,Yes,Fiber optic,Month-to-month,No,0.5079195875493414
593,1,45.6,No,DSL,Month-to-month,No,0.7192166106724185
594,12,61.65,Yes,DSL,Month-to-month,Yes,0.3633876971816881
595,16,54.85,Yes,DSL,Two year,Yes,0.07513691997340823
596,4,65.55,No,DSL,Month-to-month,Yes,0.5003904752062411
597,51,90.35,No,Fiber optic,One year,No,0.36113730871234695
598,65,20.4,No internet service,No,Two year,No internet service,0.021156769299972327
599,16,74.55,No,Fiber optic,Month-to-month,Yes,0.6244119768525076
600,2,19.95,No internet service,No,One year,No internet service,0.13710532721815394
601,66,74.25,No,Fiber optic,One year,No,0.3525837432188254
602,46,108.65,No,Fiber optic,Two year,Yes,0.2359161948581226
603,32,109.55,Yes,Fiber optic,One year,Yes,0.3369817466792436
604,72,86.65,Yes,DSL,Two year,Yes,0.03794618393421254
605,38,81.0,Yes,DSL,Two year,Yes,0.05129870368582693
606,51,47.85,No,DSL,One year,Yes,0.21320517915521933
607,72,114.55,Yes,Fiber optic,Two year,Yes,0.08428408439263532
608,65,105.25,Yes,Fiber optic,Month-to-month,No,0.45212514325325437
609,9,29.95,No,DSL,Month-to-month,No,0.6035024981496766
610,9,65.0,Yes,DSL,Month-to-month,Yes,0.36147191100163645
611,66,20.55,No internet service,No,Two year,No internet service,0.01996890661561205
612,44,109.8,Yes,Fiber optic,One year,No,0.32000155173103023
613,50,69.5,No,DSL,Two year,Yes,0.08494477212947928
614,15,48.85,No,DSL,Month-to-month,No,0.5831652859990129
615,8,25.25,No,DSL,Month-to-month,No,0.5989358094993948
616,66,102.85,No,Fiber optic,One year,Yes,0.38280441592821
617,57,87.55,Yes,Fiber optic,Month-to-month,Yes,0.3309648586177234
618,7,78.55,No,Fiber optic,Month-to-month,No,0.8339653170056057
619,10,34.55,No,DSL,Month-to-month,No,0.6035024981496766
620,62,92.05,Yes,Fiber optic,One year,No,0.24346237790519173
621,40,85.05,No,Fiber optic,One year,No,0.3622216661876833
622,20,19.7,No internet service,No,Two year,No internet service,0.0320648665966874
623,7,20.0,No internet service,No,Month-to-month,No internet service,0.3176619000673539
624,25,95.15,No,Fiber optic,Month-to-month,Yes,0.5810900729763425
625,23,84.25,No,Fiber optic,Month-to-month,No,0.7251999194164138
626,66,104.6,No,Fiber optic,One year,No,0.4120536734202883
627,72,111.65,No,Fiber optic,Two year,Yes,0.15767967336312852
628,49,90.05,No,Fiber optic,Month-to-month,No,0.7079224250719934
629,43,110.75,No,Fiber optic,Month-to-month,Yes,0.5642100483956941
630,46,55.0,Yes,DSL,Month-to-month,No,0.3905353542583455
631,72,89.85,Yes,DSL,Two year,Yes,0.03794618393421254
632,10,20.35,No internet service,No,One year,No internet service,0.06970583366980293
633,40,54.55,Yes,DSL,One year,Yes,0.15082495027955292
634,65,105.5,No,Fiber optic,Month-to-month,No,0.6799275314639507
635,31,99.45,No,Fiber optic,Two year,Yes,0.21194672460051828
636,68,70.9,Yes,DSL,Two year,Yes,0.04558441549711596
637,56,104.55,Yes,Fiber optic,One year,No,0.31270709201846886
638,10,85.25,No,Fiber optic,Month-to-month,No,0.8336756451394561
639,68,25.4,No internet service,No,Two year,No internet service,0.014924656875689281
640,43,56.15,No,DSL,Month-to-month,No,0.4891952770897767
641,1,89.55,No,Fiber optic,Month-to-month,No,0.8492737682216297
642,49,89.85,No,Fiber optic,One year,No,0.3627335674823214
643,15,25.25,No internet service,No,Month-to-month,No internet service,0.23684668636500272
644,20,94.55,No,Fiber optic,Month-to-month,No,0.7356603062923243
645,1,45.7,No,DSL,Month-to-month,No,0.7192166106724185
646,50,69.65,No,DSL,One year,Yes,0.21339354574208458
647,2,89.5,No,Fiber optic,Month-to-month,No,0.841289461377661
648,24,70.0,No,Fiber optic,Month-to-month,No,0.7144482589434932
649,3,69.55,No,Fiber optic,Month-to-month,No,0.8327444582922419
650,1,74.6,No,Fiber optic,Month-to-month,No,0.8481028228053675
651,35,20.1,No internet service,No,Two year,No internet service,0.027054542399394
652,17,24.8,No internet service,No,Month-to-month,No internet service,0.22021699263745437
653,8,19.65,No internet service,No,Month-to-month,No internet service,0.3208401870255621
654,10,95.1,No,Fiber optic,Month-to-month,Yes,0.6955628514719203
655,68,88.85,Yes,DSL,Two year,Yes,0.04439513795200273
656,45,78.8,Yes,DSL,One year,No,0.16640029767541006
657,2,19.85,No internet service,No,One year,No internet service,0.15200163556829688
658,37,20.35,No internet service,No,Month-to-month,No internet service,0.20392761624509553
659,4,24.25,No,DSL,Month-to-month,No,0.6994702320948756
660,10,45.25,No,DSL,Month-to-month,No,0.6035024981496766
661,1,20.05,No internet service,No,Month-to-month,No internet service,0.5417752622643071
662,65,69.55,Yes,DSL,Two year,No,0.07287391527094637
663,57,19.5,No internet service,No,Two year,No internet service,0.038145606487705756
664,3,74.75,No,Fiber optic,Month-to-month,No,0.838032413023903
665,2,69.65,No,Fiber optic,Month-to-month,No,0.8359367332645666
666,49,30.2,No,DSL,Month-to-month,No,0.508109348080944
667,4,45.65,No,DSL,Month-to-month,No,0.7045595598375105
668,70,57.8,No,DSL,Two year,Yes,0.08070154788140198
669,53,19.85,No internet service,No,One year,No internet service,0.06533777177493155
670,53,25.55,No internet service,No,Two year,No internet service,0.028260390517675652
671,1,75.05,No,Fiber optic,Month-to-month,No,0.8481028228053675
672,22,24.85,No internet service,No,Month-to-month,No internet service,0.1798986586384274
673,52,49.15,No,DSL,Month-to-month,No,0.5038394975094219
674,65,110.35,Yes,Fiber optic,Two year,Yes,0.17353746332105494
675,48,24.55,No internet service,No,One year,No internet service,0.05905465758438639
676,2,34.7,No,DSL,Month-to-month,No,0.7164967170183998
677,3,107.95,No,Fiber optic,Month-to-month,No,0.8094007143863385
678,45,81.4,No,Fiber optic,Month-to-month,No,0.7016359314530014
679,1,80.0,No,Fiber optic,Month-to-month,No,0.8494426176520037
680,61,73.8,No,DSL,Two year,Yes,0.0777343372149364
681,3,64.4,Yes,DSL,Month-to-month,Yes,0.42715492651280085
682,40,103.75,No,Fiber optic,One year,Yes,0.3850594782854633
683,1,71.1,No,Fiber optic,Month-to-month,No,0.8451142665846787
684,1,49.9,No,DSL,Month-to-month,Yes,0.5699123119390243
685,51,24.6,No internet service,No,One year,No internet service,0.05905465758438639
686,2,49.25,Yes,DSL,Month-to-month,No,0.5557691547960265
687,52,30.1,No,DSL,One year,No,0.26897242540752525
688,51,83.4,No,Fiber optic,Month-to-month,No,0.6983682620693389
689,1,20.45,No internet service,No,Month-to-month,No internet service,0.4836143544162318
690,31,75.25,Yes,DSL,One year,Yes,0.15256759514835902
691,47,20.55,No internet service,No,One year,No internet service,0.060898727653352275
692,3,75.1,No,Fiber optic,Month-to-month,No,0.838032413023903
693,22,20.05,No internet service,No,One year,No internet service,0.05634670512091417
